Date,Open,High,Low,Close,Adj Close,Volume
2021-07-07,3303.590088,3303.590088,3277.659912,3285.340088,3285.340088,1146800.0
2021-07-08,3287.679932,3295.709961,3252.409912,3252.679932,3252.679932,1515200.0
2021-07-09,3245.52002,3245.52002,3188.800049,3217.949951,3217.949951,1307500.0
2021-07-12,3227.51001,3251.449951,3227.51001,3246.469971,3246.469971,1134600.0
2021-07-13,3253.23999,3273.899902,3253.23999,3271.379883,3271.379883,1149500.0
2021-07-14,3270.090088,3270.090088,3250.449951,3264.810059,3264.810059,908300.0
2021-07-15,3269.330078,3286.580078,3263.090088,3286.219971,3286.219971,1171900.0
2021-07-16,3282.889893,3282.889893,3259.320068,3276.909912,3276.909912,1066100.0
2021-07-19,3258.870117,3258.870117,3236.389893,3244.040039,3244.040039,1095100.0
2021-07-20,3223.23999,3234.800049,3214.419922,3232.699951,3232.699951,979300.0
2021-07-21,3251.129883,3252.25,3215.909912,3215.909912,3215.909912,990300.0
2021-07-22,3235.169922,3253.75,3235.169922,3250.209961,3250.209961,713000.0
2021-07-23,3253.439941,3264.01001,3246.090088,3254.419922,3254.419922,804600.0
2021-07-26,3265.98999,3265.98999,3224.949951,3224.949951,3224.949951,826100.0
2021-07-27,3244.429932,3252.850098,3230.75,3232.530029,3232.530029,991600.0
2021-07-28,3226.060059,3243.209961,3210.899902,3236.860107,3236.860107,868200.0
2021-07-29,3248.48999,3252.26001,3232.5,3242.649902,3242.649902,694500.0
2021-07-30,3234.370117,3234.659912,3202.320068,3202.320068,3202.320068,687500.0
2021-08-02,3218.419922,3223.040039,3194.0,3223.040039,3223.040039,560800.0
2021-08-03,3221.570068,3237.139893,3213.199951,3237.139893,3237.139893,653200.0
2021-08-04,3246.649902,3283.139893,3237.550049,3280.379883,3280.379883,632000.0
2021-08-05,3283.25,3296.169922,3273.330078,3276.129883,3276.129883,680000.0
2021-08-06,3277.060059,3288.169922,3261.929932,3270.360107,3270.360107,939900.0
2021-08-09,3258.100098,3275.149902,3251.73999,3260.419922,3260.419922,706500.0
2021-08-10,3272.439941,3272.439941,3232.459961,3243.189941,3243.189941,729000.0
2021-08-11,3235.360107,3250.209961,3217.649902,3220.620117,3220.620117,616700.0
2021-08-12,3213.580078,3229.590088,3202.110107,3208.379883,3208.379883,642600.0
2021-08-13,3205.75,3209.719971,3146.76001,3171.290039,3171.290039,695600.0
2021-08-17,3169.73999,3179.48999,3134.47998,3143.090088,3143.090088,690800.0
2021-08-18,3141.97998,3175.879883,3124.560059,3158.929932,3158.929932,622800.0
2021-08-19,3140.01001,3158.0,3097.830078,3097.830078,3097.830078,655600.0
2021-08-20,3111.100098,3122.090088,3049.030029,3060.51001,3060.51001,672100.0
2021-08-23,3086.810059,3111.810059,3064.649902,3090.209961,3090.209961,570400.0
2021-08-24,3119.699951,3142.580078,3115.22998,3138.300049,3138.300049,586500.0
2021-08-25,3148.129883,3161.0,3124.25,3146.810059,3146.810059,600400.0
2021-08-26,3151.300049,3159.370117,3121.040039,3128.530029,3128.530029,727700.0
2021-08-27,3116.290039,3143.01001,3106.969971,3133.899902,3133.899902,520700.0
2021-08-30,3160.870117,3164.870117,3132.77002,3144.189941,3144.189941,602900.0
2021-08-31,3144.48999,3199.889893,3130.300049,3199.27002,3199.27002,660500.0
2021-09-01,3195.669922,3215.129883,3185.800049,3207.02002,3207.02002,746700.0
2021-09-02,3198.030029,3204.01001,3171.780029,3175.850098,3175.850098,753900.0
2021-09-03,3189.709961,3203.080078,3181.639893,3201.060059,3201.060059,638300.0
2021-09-06,3196.300049,3206.25,3186.790039,3203.330078,3203.330078,726200.0
2021-09-07,3200.070068,3201.76001,3176.810059,3187.419922,3187.419922,758700.0
2021-09-08,3178.73999,3187.550049,3157.070068,3162.98999,3162.98999,858500.0
2021-09-09,3146.639893,3158.600098,3111.48999,3114.699951,3114.699951,927400.0
2021-09-10,3121.090088,3131.540039,3103.379883,3125.76001,3125.76001,723100.0
2021-09-13,3117.350098,3139.129883,3109.01001,3127.860107,3127.860107,731200.0
2021-09-14,3137.320068,3164.310059,3137.320068,3148.830078,3148.830078,712400.0
2021-09-15,3147.209961,3164.01001,3138.800049,3153.399902,3153.399902,615200.0
2021-09-16,3165.379883,3167.679932,3126.649902,3130.090088,3130.090088,612000.0
2021-09-17,3127.75,3142.129883,3112.51001,3140.51001,3140.51001,587500.0
2021-09-23,3123.639893,3131.629883,3107.97998,3127.580078,3127.580078,623000.0
2021-09-24,3140.72998,3146.860107,3119.399902,3125.23999,3125.23999,752800.0
2021-09-27,3121.699951,3146.350098,3119.26001,3133.639893,3133.639893,882600.0
2021-09-28,3133.399902,3134.459961,3095.719971,3097.919922,3097.919922,894100.0
2021-09-29,3055.5,3069.040039,3030.600098,3060.27002,3060.27002,820700.0
2021-09-30,3054.870117,3079.429932,3046.429932,3068.820068,3068.820068,885400.0
2021-10-01,3056.209961,3062.600098,3015.01001,3019.179932,3019.179932,854800.0
2021-10-05,2998.169922,2998.169922,2940.590088,2962.169922,2962.169922,839400.0
2021-10-06,2986.060059,2993.469971,2908.300049,2908.310059,2908.310059,900500.0
2021-10-07,2936.870117,2961.530029,2927.600098,2959.459961,2959.459961,594600.0
2021-10-08,2977.820068,2978.080078,2949.01001,2956.300049,2956.300049,668200.0
2021-10-12,2950.219971,2950.939941,2901.51001,2916.379883,2916.379883,659600.0
2021-10-13,2913.340088,2953.330078,2909.469971,2944.409912,2944.409912,751600.0
2021-10-14,2968.870117,2988.969971,2962.330078,2988.639893,2988.639893,616600.0
2021-10-15,3012.620117,3021.899902,2999.330078,3015.060059,3015.060059,857300.0
2021-10-18,3017.47998,3021.169922,2990.439941,3006.679932,3006.679932,926000.0
2021-10-19,3022.22998,3034.530029,3014.189941,3029.040039,3029.040039,845400.0
2021-10-20,3043.129883,3047.23999,3012.969971,3013.129883,3013.129883,679900.0
2021-10-21,3012.280029,3025.879883,3002.73999,3007.330078,3007.330078,887000.0
2021-10-22,3005.360107,3018.699951,2996.26001,3006.159912,3006.159912,695000.0
2021-10-25,3001.100098,3025.27002,2983.290039,3020.540039,3020.540039,791500.0
2021-10-26,3039.820068,3051.649902,3030.530029,3049.080078,3049.080078,564100.0
2021-10-27,3045.830078,3049.02002,3019.0,3025.48999,3025.48999,607500.0
2021-10-28,3023.169922,3034.419922,3009.550049,3009.550049,3009.550049,616900.0
2021-10-29,3025.669922,3030.169922,2965.399902,2970.679932,2970.679932,545300.0
2021-11-01,2984.179932,2991.810059,2976.870117,2978.939941,2978.939941,475000.0
2021-11-02,2995.580078,3034.300049,2995.580078,3013.48999,3013.48999,525400.0
2021-11-03,3020.360107,3020.870117,2969.01001,2975.709961,2975.709961,658300.0
2021-11-04,3000.919922,3011.560059,2978.070068,2983.219971,2983.219971,771700.0
2021-11-05,3003.530029,3003.530029,2953.959961,2969.27002,2969.27002,687400.0
2021-11-08,2965.360107,2968.179932,2930.899902,2960.199951,2960.199951,559600.0
2021-11-09,2958.149902,2987.280029,2949.169922,2962.459961,2962.459961,707800.0
2021-11-10,2947.459961,2958.610107,2924.360107,2930.169922,2930.169922,567300.0
2021-11-11,2911.409912,2925.189941,2903.719971,2924.919922,2924.919922,571900.0
2021-11-12,2945.949951,2973.840088,2938.27002,2968.800049,2968.800049,665000.0
2021-11-15,2989.679932,3003.709961,2979.959961,2999.52002,2999.52002,638900.0
2021-11-16,2995.679932,3011.879883,2985.340088,2997.209961,2997.209961,579000.0
2021-11-17,3004.02002,3004.669922,2957.699951,2962.419922,2962.419922,540700.0
2021-11-18,2959.26001,2964.47998,2937.530029,2947.379883,2947.379883,541100.0
2021-11-19,2951.060059,2974.639893,2948.070068,2971.02002,2971.02002,656300.0
2021-11-22,2983.379883,3018.01001,2980.72998,3013.25,3013.25,531000.0
2021-11-23,3013.159912,3016.360107,2992.139893,2997.330078,2997.330078,524200.0
2021-11-24,3006.340088,3017.899902,2981.02002,2994.290039,2994.290039,556600.0
2021-11-25,2996.73999,2996.73999,2973.23999,2980.27002,2980.27002,595400.0
2021-11-26,2973.040039,2985.77002,2930.310059,2936.439941,2936.439941,594700.0
2021-11-29,2906.149902,2930.219971,2890.780029,2909.320068,2909.320068,841700.0
2021-11-30,2932.709961,2942.929932,2822.72998,2839.01001,2839.01001,982400.0
2021-12-01,2860.120117,2905.73999,2837.030029,2899.719971,2899.719971,563100.0
2021-12-02,2874.639893,2945.27002,2874.639893,2945.27002,2945.27002,533700.0
2021-12-03,2935.929932,2975.439941,2927.550049,2968.330078,2968.330078,486100.0
2021-12-06,2954.820068,2983.5,2932.48999,2973.25,2973.25,479400.0
2021-12-07,2973.840088,2992.310059,2960.899902,2991.719971,2991.719971,540900.0
2021-12-08,3017.929932,3036.129883,2995.340088,3001.800049,3001.800049,487800.0
2021-12-09,3007.0,3029.570068,3001.550049,3029.570068,3029.570068,513000.0
2021-12-10,3008.699951,3017.639893,2998.290039,3010.22998,3010.22998,451200.0
2021-12-13,3019.669922,3043.830078,3000.51001,3001.659912,3001.659912,375400.0
2021-12-14,2983.949951,3001.699951,2976.159912,2987.949951,2987.949951,581200.0
2021-12-15,2979.830078,2992.300049,2973.0,2989.389893,2989.389893,432500.0
2021-12-16,3013.26001,3018.199951,2989.629883,3006.409912,3006.409912,402400.0
2021-12-17,2985.199951,3017.72998,2984.189941,3017.72998,3017.72998,451400.0
2021-12-20,3001.330078,3001.330078,2962.070068,2963.0,2963.0,377100.0
2021-12-21,2981.669922,2984.560059,2955.899902,2975.030029,2975.030029,410500.0
2021-12-22,2993.5,3000.790039,2976.649902,2984.47998,2984.47998,461400.0
2021-12-23,2998.02002,3000.699951,2980.909912,2998.169922,2998.169922,483300.0
2021-12-24,3009.47998,3025.77002,3009.47998,3012.429932,3012.429932,537500.0
2021-12-27,3013.939941,3017.310059,2999.300049,2999.550049,2999.550049,475000.0
2021-12-28,3006.77002,3020.290039,2991.550049,3020.23999,3020.23999,607000.0
2021-12-29,3002.899902,3007.719971,2988.669922,2993.290039,2993.290039,545800.0
2021-12-30,2999.75,3005.360107,2975.73999,2977.649902,2977.649902,460600.0
2022-01-04,2991.969971,2995.25,2973.080078,2989.23999,2989.23999,621200.0
2022-01-05,2984.050049,2986.199951,2936.72998,2953.969971,2953.969971,786900.0
2022-01-06,2925.399902,2952.540039,2915.379883,2920.530029,2920.530029,785500.0
2022-01-07,2933.780029,2959.030029,2933.100098,2954.889893,2954.889893,545800.0
2022-01-10,2947.370117,2951.120117,2910.899902,2926.719971,2926.719971,477000.0
2022-01-11,2930.929932,2943.570068,2909.820068,2927.379883,2927.379883,565800.0
2022-01-12,2950.780029,2972.580078,2950.310059,2972.47998,2972.47998,519000.0
2022-01-13,2979.909912,2982.139893,2958.389893,2962.090088,2962.090088,604600.0
2022-01-14,2937.610107,2944.969971,2914.72998,2921.919922,2921.919922,532300.0
2022-01-17,2918.550049,2919.669922,2875.97998,2890.100098,2890.100098,592900.0
2022-01-18,2898.97998,2902.790039,2857.26001,2864.23999,2864.23999,553700.0
2022-01-19,2840.340088,2871.790039,2832.179932,2842.280029,2842.280029,463400.0
2022-01-20,2842.280029,2862.699951,2830.969971,2862.679932,2862.679932,395400.0
2022-01-21,2837.48999,2847.949951,2817.110107,2834.290039,2834.290039,532500.0
2022-01-24,2823.76001,2828.110107,2780.679932,2792.0,2792.0,473600.0
2022-01-25,2786.409912,2789.620117,2703.98999,2720.389893,2720.389893,639400.0
2022-01-26,2729.75,2744.139893,2708.100098,2709.23999,2709.23999,471800.0
2022-01-27,2709.23999,2722.860107,2614.48999,2614.48999,2614.48999,487100.0
2022-01-28,2617.870117,2668.590088,2591.530029,2663.340088,2663.340088,433700.0
2022-02-03,2706.340088,2735.340088,2702.780029,2707.820068,2707.820068,435300.0
2022-02-04,2714.830078,2751.800049,2712.870117,2750.26001,2750.26001,535900.0
2022-02-07,2750.699951,2750.699951,2718.939941,2745.060059,2745.060059,417600.0
2022-02-08,2767.76001,2779.850098,2726.719971,2746.469971,2746.469971,559600.0
2022-02-09,2772.629883,2773.379883,2753.51001,2768.850098,2768.850098,538700.0
2022-02-10,2787.439941,2788.27002,2761.76001,2771.929932,2771.929932,509300.0
2022-02-11,2739.139893,2766.699951,2735.080078,2747.709961,2747.709961,480300.0
2022-02-14,2715.100098,2724.719971,2688.23999,2704.47998,2704.47998,616000.0
2022-02-15,2712.449951,2716.449951,2665.469971,2676.540039,2676.540039,588700.0
2022-02-16,2719.610107,2730.429932,2711.340088,2729.679932,2729.679932,422100.0
2022-02-17,2735.110107,2770.659912,2711.98999,2744.090088,2744.090088,611000.0
2022-02-18,2714.52002,2747.080078,2711.879883,2744.52002,2744.52002,512900.0
2022-02-21,2706.649902,2746.620117,2694.899902,2743.800049,2743.800049,495000.0
2022-02-22,2705.080078,2721.840088,2690.090088,2706.790039,2706.790039,648100.0
2022-02-23,2727.429932,2729.560059,2705.310059,2719.530029,2719.530029,537700.0
2022-02-24,2689.280029,2694.550049,2642.629883,2648.800049,2648.800049,925900.0
2022-02-25,2678.469971,2694.810059,2665.959961,2676.76001,2676.76001,664100.0
2022-02-28,2663.0,2699.179932,2658.25,2699.179932,2699.179932,613300.0
2022-03-02,2698.310059,2716.459961,2692.23999,2703.52002,2703.52002,527800.0
2022-03-03,2729.860107,2748.209961,2726.350098,2747.080078,2747.080078,614300.0
2022-03-04,2736.580078,2736.580078,2702.340088,2713.429932,2713.429932,765300.0
2022-03-07,2680.169922,2680.169922,2644.100098,2651.310059,2651.310059,571300.0
2022-03-08,2617.330078,2647.179932,2605.810059,2622.399902,2622.399902,540100.0
2022-03-10,2660.860107,2682.790039,2660.860107,2680.320068,2680.320068,613500.0
2022-03-11,2665.949951,2672.620117,2647.280029,2661.280029,2661.280029,796500.0
2022-03-14,2654.929932,2661.76001,2633.310059,2645.649902,2645.649902,635900.0
2022-03-15,2630.310059,2641.969971,2615.080078,2621.530029,2621.530029,603700.0
2022-03-16,2649.850098,2659.899902,2630.030029,2659.22998,2659.22998,736000.0
2022-03-17,2703.27002,2714.0,2694.51001,2694.51001,2694.51001,545500.0
2022-03-18,2695.639893,2708.159912,2688.709961,2707.02002,2707.02002,643500.0
2022-03-21,2717.810059,2717.810059,2683.689941,2686.050049,2686.050049,502000.0
2022-03-22,2686.679932,2712.139893,2686.580078,2710.0,2710.0,489100.0
2022-03-23,2727.120117,2742.27002,2720.830078,2735.050049,2735.050049,883000.0
2022-03-24,2716.25,2729.659912,2705.139893,2729.659912,2729.659912,959600.0
2022-03-25,2740.830078,2740.949951,2722.360107,2729.97998,2729.97998,599800.0
2022-03-28,2721.219971,2737.459961,2707.73999,2729.560059,2729.560059,768000.0
2022-03-29,2745.620117,2754.179932,2733.219971,2741.070068,2741.070068,726700.0
2022-03-30,2758.310059,2760.600098,2740.02002,2746.73999,2746.73999,837800.0
2022-03-31,2743.23999,2765.199951,2743.199951,2757.649902,2757.649902,1029500.0
2022-04-01,2745.850098,2745.850098,2729.679932,2739.850098,2739.850098,1305000.0
2022-04-04,2729.860107,2758.379883,2722.449951,2757.899902,2757.899902,1022500.0
2022-04-05,2765.5,2769.179932,2750.5,2759.199951,2759.199951,1605600.0
2022-04-06,2739.070068,2747.850098,2730.659912,2735.030029,2735.030029,1321300.0
2022-04-07,2714.699951,2718.5,2693.360107,2695.860107,2695.860107,998200.0
2022-04-08,2706.639893,2712.0,2685.52002,2700.389893,2700.389893,948000.0
2022-04-11,2687.540039,2711.02002,2683.959961,2693.100098,2693.100098,742100.0
2022-04-12,2674.169922,2685.080078,2658.399902,2666.76001,2666.76001,870000.0
2022-04-13,2677.530029,2717.629883,2672.600098,2716.48999,2716.48999,732000.0
2022-04-14,2719.340088,2720.300049,2702.610107,2716.709961,2716.709961,664800.0
2022-04-15,2695.52002,2705.409912,2685.01001,2696.060059,2696.060059,693700.0
2022-04-18,2685.040039,2701.110107,2681.370117,2693.209961,2693.209961,1024600.0
2022-04-19,2707.76001,2723.97998,2705.320068,2718.889893,2718.889893,1256100.0
2022-04-20,2718.48999,2724.459961,2702.840088,2718.689941,2718.689941,1735700.0
2022-04-21,2725.709961,2737.540039,2725.040039,2728.209961,2728.209961,1002600.0
2022-04-22,2704.719971,2708.580078,2690.47998,2704.709961,2704.709961,1239400.0
2022-04-25,2676.669922,2680.350098,2657.040039,2657.129883,2657.129883,1017600.0
2022-04-26,2674.0,2678.050049,2663.830078,2668.310059,2668.310059,889600.0
2022-04-27,2630.580078,2641.820068,2615.5,2639.060059,2639.060059,1071800.0
2022-04-28,2656.540039,2667.48999,2638.370117,2667.48999,2667.48999,898900.0
2022-04-29,2669.179932,2696.100098,2664.060059,2695.050049,2695.050049,975000.0
2022-05-02,2669.209961,2689.909912,2667.850098,2687.449951,2687.449951,873400.0
2022-05-03,2690.159912,2702.100098,2680.459961,2680.459961,2680.459961,883100.0
2022-05-04,2690.449951,2696.030029,2667.22998,2677.570068,2677.570068,1180500.0
2022-05-06,2650.889893,2652.51001,2635.969971,2644.51001,2644.51001,1333600.0
2022-05-10,2590.129883,2602.75,2553.01001,2596.560059,2596.560059,840900.0
2022-05-11,2586.52002,2599.110107,2579.090088,2592.27002,2592.27002,679300.0
2022-05-12,2569.5,2591.570068,2546.800049,2550.080078,2550.080078,899900.0
2022-05-13,2570.01001,2605.840088,2565.959961,2604.23999,2604.23999,788300.0
2022-05-16,2624.689941,2629.199951,2593.610107,2596.580078,2596.580078,780000.0
2022-05-17,2603.580078,2621.840088,2603.580078,2620.439941,2620.439941,873000.0
2022-05-18,2634.75,2644.129883,2618.0,2625.97998,2625.97998,869300.0
2022-05-19,2576.23999,2597.790039,2568.540039,2592.340088,2592.340088,676900.0
2022-05-20,2605.780029,2641.679932,2605.379883,2639.290039,2639.290039,752400.0
2022-05-23,2651.629883,2653.870117,2634.290039,2647.379883,2647.379883,641900.0
2022-05-24,2638.939941,2646.98999,2605.870117,2605.870117,2605.870117,850700.0
2022-05-25,2621.75,2630.169922,2602.939941,2617.219971,2617.219971,710200.0
2022-05-26,2616.98999,2641.909912,2602.01001,2612.449951,2612.449951,595300.0
2022-05-27,2640.75,2644.709961,2631.48999,2638.050049,2638.050049,590500.0
2022-05-30,2662.310059,2672.73999,2654.179932,2669.659912,2669.659912,469300.0
2022-05-31,2666.879883,2685.899902,2654.320068,2685.899902,2685.899902,670700.0
2022-06-02,2670.73999,2674.0,2653.590088,2658.98999,2658.98999,524900.0
2022-06-03,2679.570068,2681.51001,2663.0,2670.649902,2670.649902,562200.0
2022-06-07,2659.27002,2662.040039,2622.780029,2626.340088,2626.340088,524300.0
2022-06-08,2633.530029,2639.52002,2621.959961,2626.149902,2626.149902,576000.0
2022-06-09,2618.919922,2627.879883,2606.610107,2625.439941,2625.439941,814500.0
2022-06-10,2596.370117,2602.800049,2583.73999,2595.870117,2595.870117,723800.0
2022-06-13,2550.209961,2550.320068,2504.51001,2504.51001,2504.51001,659800.0
2022-06-14,2472.959961,2503.169922,2457.389893,2492.969971,2492.969971,671200.0
2022-06-15,2490.01001,2495.540039,2436.040039,2447.379883,2447.379883,713800.0
2022-06-16,2481.659912,2500.360107,2447.330078,2451.409912,2451.409912,583800.0
2022-06-17,2409.719971,2441.340088,2396.469971,2440.929932,2440.929932,634200.0
2022-06-20,2449.889893,2449.889893,2372.350098,2391.030029,2391.030029,592100.0
2022-06-21,2402.98999,2423.47998,2385.600098,2408.929932,2408.929932,479400.0
2022-06-22,2417.110107,2418.050049,2342.810059,2342.810059,2342.810059,531800.0
2022-06-23,2347.840088,2361.22998,2306.47998,2314.320068,2314.320068,749200.0
2022-06-24,2327.110107,2373.47998,2319.98999,2366.600098,2366.600098,654100.0
2022-06-27,2383.199951,2418.939941,2365.860107,2401.919922,2401.919922,509700.0
2022-06-28,2405.199951,2422.100098,2393.959961,2422.090088,2422.090088,564700.0
2022-06-29,2387.100098,2393.25,2375.449951,2377.98999,2377.98999,422100.0
2022-06-30,2368.570068,2368.570068,2332.590088,2332.639893,2332.639893,515000.0
2022-07-01,2342.919922,2354.969971,2291.48999,2305.419922,2305.419922,530100.0
2022-07-04,2310.72998,2318.310059,2276.629883,2300.340088,2300.340088,467700.0
2022-07-05,2322.110107,2344.080078,2309.620117,2341.780029,2341.780029,323600.0
